2024-03-15 13:00:01 INFO  [order-service] Request received: PUT /api/orders/create from 192.168.2.176 [req_0d3ac1]
2024-03-15 13:03:07 INFO  [order-service] DB query executed in 36ms
2024-03-15 13:03:07 INFO  [order-service] Response: GET /api/orders/create -> 204 (131ms)
2024-03-15 13:03:17 INFO  [order-service] Request received: GET /api/orders/1343/status from 10.0.1.144 [req_021a43]
2024-03-15 13:03:17 INFO  [order-service] DB query executed in 41ms
2024-03-15 13:03:17 INFO  [order-service] Response: GET /api/orders/1343/status -> 204 (29ms)
2024-03-15 13:03:23 INFO  [order-service] Request received: GET /api/orders/96525/cancel from 192.168.1.198 [req_050105]
2024-03-15 13:03:23 INFO  [order-service] DB query executed in 36ms
2024-03-15 13:03:23 INFO  [order-service] Response: GET /api/orders/96525/cancel -> 204 (168ms)
2024-03-15 13:03:28 INFO  [order-service] Request received: POST /api/orders/list from 10.0.1.83 [req_0529e8]
2024-03-15 13:03:28 INFO  [order-service] Response: POST /api/orders/list -> 204 (124ms)
2024-03-15 13:03:29 INFO  [order-service] Request received: POST /api/orders/list from 10.0.1.70 [req_05e675]
2024-03-15 13:03:29 INFO  [order-service] Response: POST /api/orders/list -> 204 (16ms)
2024-03-15 13:03:43 INFO  [order-service] Request received: POST /api/orders/list from 192.168.1.47 [req_042c60]
2024-03-15 13:03:43 INFO  [order-service] Response: POST /api/orders/list -> 200 (180ms)
2024-03-15 13:03:58 INFO  [order-service] Request received: GET /api/orders/create from 10.0.1.18 [req_039a23]
2024-03-15 13:03:58 INFO  [order-service] Response: GET /api/orders/create -> 200 (93ms)
2024-03-15 13:04:00 INFO  [order-service] Request received: GET /api/orders/27110/status from 192.168.1.233 [req_01947d]
2024-03-15 13:04:00 INFO  [order-service] Response: GET /api/orders/27110/status -> 200 (44ms)
2024-03-15 13:04:06 INFO  [order-service] Request received: POST /api/orders/list from 192.168.1.48 [req_08656d]
2024-03-15 13:04:06 INFO  [order-service] Response: POST /api/orders/list -> 200 (127ms)
2024-03-15 13:04:06 INFO  [order-service] Request received: PUT /api/orders/93073/cancel from 10.0.2.45 [req_01ff5e]
2024-03-15 13:04:06 INFO  [order-service] Response: PUT /api/orders/93073/cancel -> 201 (16ms)
2024-03-15 13:04:10 INFO  [order-service] Request received: GET /api/orders/16014/cancel from 10.0.1.210 [req_095962]
2024-03-15 13:04:10 INFO  [order-service] Response: GET /api/orders/16014/cancel -> 200 (50ms)
2024-03-15 13:04:16 INFO  [order-service] Request received: POST /api/orders/list from 10.0.1.98 [req_078c9b]
2024-03-15 13:04:16 INFO  [order-service] DB query executed in 16ms
2024-03-15 13:04:16 INFO  [order-service] Response: POST /api/orders/list -> 204 (84ms)
2024-03-15 13:04:18 INFO  [order-service] Request received: POST /api/orders/9958/cancel from 192.168.1.59 [req_07a5ed]
2024-03-15 13:04:18 INFO  [order-service] Response: POST /api/orders/9958/cancel -> 200 (55ms)
2024-03-15 13:04:22 INFO  [order-service] Request received: GET /api/orders/list from 10.0.1.166 [req_0e5fe5]
2024-03-15 13:04:22 INFO  [order-service] Response: GET /api/orders/list -> 200 (108ms)
2024-03-15 13:04:32 INFO  [order-service] Request received: POST /api/orders/74793/cancel from 192.168.1.197 [req_033bb0]
2024-03-15 13:04:32 INFO  [order-service] Response: POST /api/orders/74793/cancel -> 200 (31ms)
2024-03-15 13:04:33 INFO  [order-service] Request received: POST /api/orders/list from 10.0.2.21 [req_0e6e9b]
2024-03-15 13:04:33 INFO  [order-service] DB query executed in 22ms
2024-03-15 13:04:33 INFO  [order-service] Response: POST /api/orders/list -> 201 (139ms)
2024-03-15 13:04:37 INFO  [order-service] Request received: GET /api/orders/11627/status from 192.168.1.205 [req_01f56d]
2024-03-15 13:04:37 INFO  [order-service] Response: GET /api/orders/11627/status -> 201 (129ms)
2024-03-15 13:04:37 WARN  [order-service] Connection pool checkout time: 134ms (threshold: 500ms)
2024-03-15 13:04:37 INFO  [order-service] Request received: GET /api/orders/66130/cancel from 10.0.1.132 [req_01a17d]
2024-03-15 13:04:38 INFO  [order-service] Response: GET /api/orders/66130/cancel -> 200 (71ms)
2024-03-15 13:04:40 INFO  [order-service] Request received: POST /api/orders/23996/cancel from 192.168.2.145 [req_0d720e]
2024-03-15 13:04:40 INFO  [order-service] Response: POST /api/orders/23996/cancel -> 200 (43ms)
2024-03-15 13:04:53 INFO  [order-service] Request received: PUT /api/orders/65675/cancel from 192.168.2.173 [req_0a0ee3]
2024-03-15 13:04:53 INFO  [order-service] Response: PUT /api/orders/65675/cancel -> 200 (70ms)
2024-03-15 13:04:59 INFO  [order-service] Request received: GET /api/orders/26156/status from 192.168.2.196 [req_04a12c]
2024-03-15 13:04:59 INFO  [order-service] Response: GET /api/orders/26156/status -> 204 (177ms)
2024-03-15 13:04:59 INFO  [order-service] Request received: PUT /api/orders/63191 from 192.168.2.60 [req_0d7a64]
2024-03-15 13:04:59 INFO  [order-service] Response: PUT /api/orders/63191 -> 200 (74ms)
2024-03-15 13:05:11 INFO  [order-service] Request received: POST /api/orders/create from 10.0.1.79 [req_02d2a6]
2024-03-15 13:05:11 INFO  [order-service] Response: POST /api/orders/create -> 204 (148ms)
2024-03-15 13:05:17 INFO  [order-service] Request received: POST /api/orders/95868/status from 10.0.1.70 [req_057fbc]
2024-03-15 13:05:17 INFO  [order-service] Response: POST /api/orders/95868/status -> 204 (42ms)
2024-03-15 13:05:22 INFO  [order-service] Request received: GET /api/orders/96338 from 192.168.1.232 [req_063864]
2024-03-15 13:05:22 INFO  [order-service] Response: GET /api/orders/96338 -> 200 (146ms)
2024-03-15 13:05:24 INFO  [order-service] Request received: POST /api/orders/28957 from 192.168.2.105 [req_0b85d5]
2024-03-15 13:05:24 INFO  [order-service] Response: POST /api/orders/28957 -> 200 (99ms)
2024-03-15 13:05:26 INFO  [order-service] Request received: POST /api/orders/create from 192.168.2.234 [req_0d1d47]
2024-03-15 13:05:26 INFO  [order-service] Response: POST /api/orders/create -> 200 (79ms)
2024-03-15 13:05:27 INFO  [order-service] Request received: PUT /api/orders/64860/status from 192.168.1.135 [req_06821b]
2024-03-15 13:05:27 INFO  [order-service] Response: PUT /api/orders/64860/status -> 200 (115ms)
2024-03-15 13:05:33 INFO  [order-service] Request received: GET /api/orders/33064/cancel from 10.0.1.106 [req_052b82]
2024-03-15 13:05:33 INFO  [order-service] DB query executed in 37ms
2024-03-15 13:05:33 INFO  [order-service] Response: GET /api/orders/33064/cancel -> 200 (135ms)
2024-03-15 13:05:33 INFO  [order-service] Request received: POST /api/orders/65493/status from 10.0.1.65 [req_0e2968]
2024-03-15 13:05:33 INFO  [order-service] Response: POST /api/orders/65493/status -> 201 (34ms)
2024-03-15 13:05:51 INFO  [order-service] Request received: GET /api/orders/list from 10.0.2.60 [req_0848af]
2024-03-15 13:05:51 INFO  [order-service] Response: GET /api/orders/list -> 200 (172ms)
2024-03-15 13:05:51 INFO  [order-service] Request received: POST /api/orders/24714 from 10.0.1.236 [req_0542bd]
2024-03-15 13:05:51 INFO  [order-service] DB query executed in 29ms
2024-03-15 13:05:51 INFO  [order-service] Response: POST /api/orders/24714 -> 200 (38ms)
2024-03-15 13:05:57 INFO  [order-service] Request received: POST /api/orders/create from 192.168.2.220 [req_08f8fe]
2024-03-15 13:05:57 INFO  [order-service] Response: POST /api/orders/create -> 200 (129ms)
2024-03-15 13:06:02 INFO  [order-service] Request received: GET /api/orders/16596/status from 10.0.1.181 [req_09f032]
2024-03-15 13:06:02 INFO  [order-service] DB query executed in 13ms
2024-03-15 13:06:02 INFO  [order-service] Response: GET /api/orders/16596/status -> 200 (14ms)
2024-03-15 13:06:05 INFO  [order-service] Request received: PUT /api/orders/37250 from 192.168.1.223 [req_08b4f1]
2024-03-15 13:06:05 INFO  [order-service] Response: PUT /api/orders/37250 -> 204 (151ms)
2024-03-15 13:06:07 INFO  [order-service] Request received: POST /api/orders/14869/cancel from 192.168.1.37 [req_0b909d]
2024-03-15 13:06:07 INFO  [order-service] DB query executed in 7ms
2024-03-15 13:06:07 INFO  [order-service] Response: POST /api/orders/14869/cancel -> 204 (22ms)
2024-03-15 13:06:10 INFO  [order-service] Request received: POST /api/orders/4433/status from 192.168.1.71 [req_085e32]
2024-03-15 13:06:10 INFO  [order-service] Response: POST /api/orders/4433/status -> 200 (159ms)
2024-03-15 13:06:13 INFO  [order-service] Request received: GET /api/orders/create from 192.168.1.26 [req_0bddf7]
2024-03-15 13:06:13 INFO  [order-service] Response: GET /api/orders/create -> 201 (86ms)
2024-03-15 13:06:34 INFO  [order-service] Request received: POST /api/orders/create from 192.168.2.241 [req_074535]
2024-03-15 13:06:34 INFO  [order-service] DB query executed in 25ms
2024-03-15 13:06:34 INFO  [order-service] Response: POST /api/orders/create -> 200 (9ms)
2024-03-15 13:06:40 INFO  [order-service] Request received: POST /api/orders/create from 10.0.2.162 [req_0eb269]
2024-03-15 13:06:40 INFO  [order-service] Response: POST /api/orders/create -> 200 (130ms)
2024-03-15 13:06:45 INFO  [order-service] Request received: PUT /api/orders/69051/status from 10.0.2.26 [req_0dff06]
2024-03-15 13:06:45 INFO  [order-service] DB query executed in 23ms
2024-03-15 13:06:45 INFO  [order-service] Response: PUT /api/orders/69051/status -> 200 (46ms)
2024-03-15 13:06:51 INFO  [order-service] Request received: GET /api/orders/create from 192.168.1.193 [req_02f279]
2024-03-15 13:06:51 INFO  [order-service] Response: GET /api/orders/create -> 201 (75ms)
2024-03-15 13:06:55 INFO  [order-service] Request received: PUT /api/orders/57264/status from 10.0.2.171 [req_042895]
2024-03-15 13:06:55 INFO  [order-service] Response: PUT /api/orders/57264/status -> 204 (62ms)
2024-03-15 13:06:56 INFO  [order-service] Request received: GET /api/orders/80440/cancel from 10.0.2.138 [req_047ac8]
2024-03-15 13:06:56 INFO  [order-service] Response: GET /api/orders/80440/cancel -> 201 (73ms)
2024-03-15 13:06:56 INFO  [order-service] Request received: PUT /api/orders/57291/status from 192.168.1.27 [req_0ed74d]
2024-03-15 13:06:57 INFO  [order-service] Response: PUT /api/orders/57291/status -> 200 (136ms)
2024-03-15 13:07:18 INFO  [order-service] Request received: PUT /api/orders/4122/status from 192.168.2.185 [req_08aaef]
2024-03-15 13:07:18 INFO  [order-service] Response: PUT /api/orders/4122/status -> 201 (156ms)
2024-03-15 13:07:29 INFO  [order-service] Request received: POST /api/orders/13105 from 10.0.1.129 [req_06215e]
2024-03-15 13:07:29 INFO  [order-service] Response: POST /api/orders/13105 -> 200 (176ms)
2024-03-15 13:07:29 INFO  [order-service] Request received: GET /api/orders/90974/status from 10.0.2.188 [req_09cf2b]
2024-03-15 13:07:29 INFO  [order-service] Response: GET /api/orders/90974/status -> 200 (159ms)
2024-03-15 13:07:35 INFO  [order-service] Request received: GET /api/orders/33566/status from 192.168.2.250 [req_041560]
2024-03-15 13:07:35 INFO  [order-service] DB query executed in 45ms
2024-03-15 13:07:35 INFO  [order-service] Response: GET /api/orders/33566/status -> 200 (8ms)
2024-03-15 13:07:35 WARN  [order-service] Thread pool utilization: 73% (34/50 threads)
2024-03-15 13:07:44 INFO  [order-service] Request received: GET /api/orders/create from 192.168.1.94 [req_040b1a]
2024-03-15 13:07:44 INFO  [order-service] DB query executed in 13ms
2024-03-15 13:07:44 INFO  [order-service] Response: GET /api/orders/create -> 200 (73ms)
2024-03-15 13:07:58 INFO  [order-service] Request received: PUT /api/orders/44639/status from 10.0.1.186 [req_0f0c40]
2024-03-15 13:07:58 INFO  [order-service] Response: PUT /api/orders/44639/status -> 201 (93ms)
2024-03-15 13:07:58 INFO  [order-service] Request received: GET /api/orders/57698/status from 10.0.1.161 [req_0eeaf2]
2024-03-15 13:07:58 INFO  [order-service] Response: GET /api/orders/57698/status -> 200 (50ms)
2024-03-15 13:07:59 INFO  [order-service] Request received: POST /api/orders/20858/cancel from 10.0.1.11 [req_023b1f]
2024-03-15 13:07:59 INFO  [order-service] Response: POST /api/orders/20858/cancel -> 201 (37ms)
2024-03-15 13:08:02 INFO  [order-service] Request received: GET /api/orders/91149/cancel from 192.168.1.152 [req_0758f2]
2024-03-15 13:08:02 INFO  [order-service] DB query executed in 16ms
2024-03-15 13:08:02 INFO  [order-service] Response: GET /api/orders/91149/cancel -> 201 (95ms)
2024-03-15 13:08:07 INFO  [order-service] Request received: PUT /api/orders/85050/cancel from 192.168.1.75 [req_0e8b44]
2024-03-15 13:08:08 INFO  [order-service] DB query executed in 13ms
2024-03-15 13:08:08 INFO  [order-service] Response: PUT /api/orders/85050/cancel -> 201 (39ms)
2024-03-15 13:08:08 INFO  [order-service] Request received: PUT /api/orders/31783/status from 10.0.1.115 [req_095363]
2024-03-15 13:08:08 INFO  [order-service] DB query executed in 36ms
2024-03-15 13:08:08 INFO  [order-service] Response: PUT /api/orders/31783/status -> 200 (67ms)
2024-03-15 13:08:15 INFO  [order-service] Request received: PUT /api/orders/53586/cancel from 192.168.1.96 [req_0e23bd]
2024-03-15 13:08:15 INFO  [order-service] DB query executed in 29ms
2024-03-15 13:08:15 INFO  [order-service] Response: PUT /api/orders/53586/cancel -> 200 (156ms)
2024-03-15 13:08:24 INFO  [order-service] Request received: PUT /api/orders/52219/cancel from 192.168.2.234 [req_0515a7]
2024-03-15 13:08:24 INFO  [order-service] Response: PUT /api/orders/52219/cancel -> 200 (52ms)
2024-03-15 13:08:27 INFO  [order-service] Request received: POST /api/orders/78363/cancel from 192.168.2.94 [req_068697]
2024-03-15 13:08:27 INFO  [order-service] Response: POST /api/orders/78363/cancel -> 200 (13ms)
2024-03-15 13:08:38 INFO  [order-service] Request received: POST /api/orders/4324/status from 10.0.1.178 [req_0926c4]
2024-03-15 13:08:39 INFO  [order-service] Response: POST /api/orders/4324/status -> 204 (128ms)
2024-03-15 13:08:41 INFO  [order-service] Request received: GET /api/orders/59425/status from 10.0.2.84 [req_02dbb5]
2024-03-15 13:08:41 INFO  [order-service] DB query executed in 29ms
2024-03-15 13:08:42 INFO  [order-service] Response: GET /api/orders/59425/status -> 200 (75ms)
2024-03-15 13:08:52 INFO  [order-service] Request received: PUT /api/orders/95798 from 192.168.1.28 [req_063b19]
2024-03-15 13:08:52 INFO  [order-service] DB query executed in 4ms
2024-03-15 13:08:52 INFO  [order-service] Response: PUT /api/orders/95798 -> 204 (159ms)
2024-03-15 13:08:55 INFO  [order-service] Request received: PUT /api/orders/create from 10.0.1.87 [req_03aea6]
2024-03-15 13:08:55 INFO  [order-service] Response: PUT /api/orders/create -> 201 (160ms)
2024-03-15 13:08:58 INFO  [order-service] Request received: GET /api/orders/list from 10.0.2.23 [req_095b7c]
2024-03-15 13:08:58 INFO  [order-service] DB query executed in 32ms
2024-03-15 13:08:58 INFO  [order-service] Response: GET /api/orders/list -> 200 (167ms)
2024-03-15 13:09:01 INFO  [order-service] Request received: GET /api/orders/48158/status from 10.0.1.89 [req_08d2ac]
2024-03-15 13:09:01 INFO  [order-service] Response: GET /api/orders/48158/status -> 201 (103ms)
2024-03-15 13:09:08 INFO  [order-service] Request received: POST /api/orders/60823 from 10.0.1.229 [req_06801b]
2024-03-15 13:09:08 INFO  [order-service] Response: POST /api/orders/60823 -> 204 (124ms)
2024-03-15 13:09:21 INFO  [order-service] Request received: POST /api/orders/32310/cancel from 192.168.2.149 [req_098462]
2024-03-15 13:09:21 INFO  [order-service] Response: POST /api/orders/32310/cancel -> 204 (121ms)
2024-03-15 13:09:22 INFO  [order-service] Request received: PUT /api/orders/list from 192.168.2.136 [req_04e2c4]
2024-03-15 13:09:22 INFO  [order-service] Response: PUT /api/orders/list -> 200 (133ms)
2024-03-15 13:09:27 INFO  [order-service] Request received: PUT /api/orders/list from 192.168.1.164 [req_02943b]
2024-03-15 13:09:27 INFO  [order-service] Response: PUT /api/orders/list -> 200 (96ms)
2024-03-15 13:09:38 INFO  [order-service] Request received: PUT /api/orders/list from 192.168.2.153 [req_08e9ee]
2024-03-15 13:09:38 INFO  [order-service] DB query executed in 12ms
2024-03-15 13:09:38 INFO  [order-service] Response: PUT /api/orders/list -> 204 (157ms)
2024-03-15 13:09:45 INFO  [order-service] Request received: PUT /api/orders/88739 from 10.0.1.16 [req_01fc68]
2024-03-15 13:09:45 INFO  [order-service] DB query executed in 28ms
2024-03-15 13:09:45 INFO  [order-service] Response: PUT /api/orders/88739 -> 204 (106ms)
2024-03-15 13:09:47 INFO  [order-service] Request received: POST /api/orders/19276 from 192.168.2.26 [req_022775]
2024-03-15 13:09:47 INFO  [order-service] Response: POST /api/orders/19276 -> 200 (170ms)
2024-03-15 13:09:49 INFO  [order-service] Request received: POST /api/orders/list from 10.0.1.19 [req_01941d]
2024-03-15 13:09:49 INFO  [order-service] Response: POST /api/orders/list -> 201 (82ms)
2024-03-15 13:10:02 INFO  [order-service] Request received: GET /api/orders/list from 10.0.1.50 [req_0d7584]
2024-03-15 13:10:02 INFO  [order-service] Response: GET /api/orders/list -> 204 (172ms)
2024-03-15 13:10:04 INFO  [order-service] Request received: GET /api/orders/63659/cancel from 10.0.2.233 [req_05fbb5]
2024-03-15 13:10:04 INFO  [order-service] Response: GET /api/orders/63659/cancel -> 201 (68ms)
2024-03-15 13:10:22 INFO  [order-service] Request received: PUT /api/orders/create from 10.0.2.175 [req_0d73b6]
2024-03-15 13:10:22 INFO  [order-service] DB query executed in 20ms
2024-03-15 13:10:22 INFO  [order-service] Response: PUT /api/orders/create -> 200 (69ms)
2024-03-15 13:10:25 INFO  [order-service] Request received: POST /api/orders/25573/cancel from 192.168.2.29 [req_0d880e]
2024-03-15 13:10:25 INFO  [order-service] Response: POST /api/orders/25573/cancel -> 204 (169ms)
2024-03-15 13:10:30 INFO  [order-service] Request received: POST /api/orders/list from 10.0.1.203 [req_0c30c6]
2024-03-15 13:10:30 INFO  [order-service] Response: POST /api/orders/list -> 200 (28ms)
2024-03-15 13:10:37 INFO  [order-service] Request received: GET /api/orders/create from 192.168.2.77 [req_05cadc]
2024-03-15 13:10:37 INFO  [order-service] DB query executed in 45ms
2024-03-15 13:10:37 INFO  [order-service] Response: GET /api/orders/create -> 201 (19ms)
2024-03-15 13:10:44 INFO  [order-service] Request received: GET /api/orders/73754 from 10.0.2.188 [req_0ee80b]
2024-03-15 13:10:44 INFO  [order-service] Response: GET /api/orders/73754 -> 201 (41ms)
2024-03-15 13:10:49 INFO  [order-service] Request received: GET /api/orders/list from 192.168.2.124 [req_06b66b]
2024-03-15 13:10:49 INFO  [order-service] Response: GET /api/orders/list -> 201 (132ms)
2024-03-15 13:11:01 INFO  [order-service] Request received: POST /api/orders/78640 from 10.0.1.196 [req_0cfd1e]
2024-03-15 13:11:01 INFO  [order-service] DB query executed in 43ms
2024-03-15 13:11:02 INFO  [order-service] Response: POST /api/orders/78640 -> 204 (54ms)
2024-03-15 13:11:07 INFO  [order-service] Request received: PUT /api/orders/list from 192.168.1.239 [req_0288b1]
2024-03-15 13:11:08 INFO  [order-service] DB query executed in 20ms
2024-03-15 13:11:08 INFO  [order-service] Response: PUT /api/orders/list -> 200 (161ms)
2024-03-15 13:11:22 INFO  [order-service] Request received: POST /api/orders/17978/status from 192.168.2.49 [req_05ab5f]
2024-03-15 13:11:22 INFO  [order-service] DB query executed in 36ms
2024-03-15 13:11:23 INFO  [order-service] Response: POST /api/orders/17978/status -> 200 (82ms)
2024-03-15 13:11:29 INFO  [order-service] Request received: PUT /api/orders/list from 10.0.2.145 [req_0d967b]
